ID,Interchange Type,Highway Name,Mile Marker,User Responsible,Status,Audited/Verified By,Permalink,Additional Comments
IC_U20_44,Interchange,US-20,44,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69822705070553&lon=-86.82806443068478&zoom=5,
IC_U20_56,Interchange,US-20,56,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.672860429038536&lon=-86.58898065786838&zoom=5,
IC_U20_71,Interchange,US-20,71,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.70584991872402&lon=-86.33993966895804&zoom=5,
IC_U20_73,Interchange,US-20,73,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.67171282452513&lon=-86.34088887405566&zoom=5,
IC_U20_75,Interchange,US-20,75,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65358122828122&lon=-86.3219401219168&zoom=5,
IC_U20_76,Interchange,US-20,76,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.64104244752938&lon=-86.29765866665534&zoom=5,
IC_U20_79,Interchange,US-20,79,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62433264899151&lon=-86.25146227259141&zoom=5,
IC_U20_80,Interchange,US-20,80,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62667445656169&lon=-86.21549676045007&zoom=5,
IC_U20_82,Interchange,US-20,82,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62439926424344&lon=-86.1767251619042&zoom=5,
IC_U20_84,Interchange,US-20,84,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62422834190604&lon=-86.13804750014961&zoom=5,
IC_U20_92,Interchange,US-20,92,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.631307523210616&lon=-86.0026814506906&zoom=5,
IC_U20_96,Interchange,US-20,96,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65183920702688&lon=-85.94099361058127&zoom=5,
IC_U20_99,Interchange,US-20,99,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.666783236909886&lon=-85.88752096475407&zoom=5,
IC_U20_141,Interchange,US-20,141,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.634898420705746&lon=-85.04787384925824&zoom=5,
IC_U224_10,Interchange,US-224,10,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.827629937748135&lon=-85.3539303325506&zoom=5,
IC_U231_1,Interchange,US-231,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.90907190502648&lon=-87.04063488218704&zoom=5,
IC_U231_28,Interchange,US-231,28,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.118272001609974&lon=-86.9778757644773&zoom=5,
IC_U231_34,Interchange,US-231,34,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.19400251175162&lon=-86.98253746555717&zoom=5,
IC_U231_86,Interchange,US-231,86,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.91692791530299&lon=-86.92225986425879&zoom=5,
IC_U231_141,Interchange,US-231,141,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.532652297780466&lon=-86.80279961765433&zoom=5,
IC_U231_181,Interchange,US-231,181,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.079518962796016&lon=-86.90437039910047&zoom=5,
IC_U231_227,Interchange,US-231,227,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.66775187358804&lon=-87.04084447288876&zoom=5,
IC_U231_243,Interchange,US-231,243,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.80963517959691&lon=-87.15418386605724&zoom=5,
IC_U231_289,Interchange,US-231,289,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.393307866457626&lon=-87.32395383444972&zoom=5,
IC_U24_21,Interchange,US-24,21,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.76572618920557&lon=-87.11946557486871&zoom=5,
IC_U24_61,Interchange,US-24,61,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.75653757491785&lon=-86.3987336347679&zoom=5,
IC_U24_62,Interchange,US-24,62,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.73860428851852&lon=-86.3888849951856&zoom=5,
IC_U24_63,Interchange,US-24,63,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.72776323617813&lon=-86.3834798906793&zoom=5,
IC_U24_77,Interchange,US-24,77,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.771966953749896&lon=-86.12816351253458&zoom=5,
IC_U24_115,Interchange,US-24,115,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.90501077818041&lon=-85.48148154942551&zoom=5,
IC_U24_116,Interchange,US-24,116,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.89843843967782&lon=-85.46061355705798&zoom=5,
IC_U24_132,Interchange,US-24,132,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.03399781636684&lon=-85.25231792328125&zoom=5,
IC_U24_153,Interchange,US-24,153,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.08398536658698&lon=-84.99268864201714&zoom=5,
IC_U24_155,Interchange,US-24,155,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.10357926985409&lon=-84.96302453183664&zoom=5,
IC_U24_157,Interchange,US-24,157,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.11294413299276&lon=-84.92488835016572&zoom=5,
IC_U24_162,Interchange,US-24,162,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.14430052525503&lon=-84.84839341375525&zoom=5,
IC_U27_25,Interchange,US-27,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.872080374260776&lon=-84.88851566215398&zoom=5,
IC_U27_46,Interchange,US-27,46,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.17209443412051&lon=-84.96676801990908&zoom=5,
IC_U27_106,Interchange,US-27,106,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.982404309460044&lon=-85.08604232054755&zoom=5,
IC_U27_117,Interchange,US-27,117,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.12924705785722&lon=-85.15804865819322&zoom=5,
IC_U30_11,Interchange,US-30,11,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.47108237866182&lon=-87.32391016828034&zoom=5,
IC_U30_26,Interchange,US-30,26,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.45365201860067&lon=-87.02668404697964&zoom=5,
IC_U30_48,Interchange,US-30,48,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.39382141884087&lon=-86.62072622656363&zoom=5,
IC_U30_65,Interchange,US-30,65,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.36200980561776&lon=-86.31189717854002&zoom=5,
IC_U30_67,Interchange,US-30,67,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.34961066679914&lon=-86.27356194785543&zoom=5,
IC_U30_78,Interchange,US-30,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.313075409193836&lon=-86.1163911894588&zoom=5,
IC_U30_90,Interchange,US-30,90,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.266452948350654&lon=-85.85260866014332&zoom=5,
IC_U30_128,Interchange,US-30,128,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.12654435071025&lon=-85.19672112194752&zoom=5,
IC_U30_128,Interchange,US-30,128,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.1220189041324&lon=-85.18673896289195&zoom=5,
IC_U30_142,Interchange,US-30,142,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.06310200639375&lon=-84.98950834927814&zoom=5,
IC_U31_0,Interchange,US-31,0,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.27207787481425&lon=-85.74968563896267&zoom=5,
IC_U31_1,Interchange,US-31,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.279423593661384&lon=-85.74974681712635&zoom=5,
IC_U31_2,Interchange,US-31,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.28968971080464&lon=-85.75718187926506&zoom=5,
IC_U31_5,Interchange,US-31,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.32962037451878&lon=-85.75004006607232&zoom=5,
IC_U31_37,Interchange,US-31,37,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.78038713588631&lon=-85.82937579364403&zoom=5,
IC_U31_73,Interchange,US-31,73,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.2409946226155&lon=-85.93751856234888&zoom=5,
IC_U31_77,Interchange,US-31,77,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.30475950524352&lon=-85.96225562246046&zoom=5,
IC_U31_107,Interchange,US-31,107,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.69930866449704&lon=-86.14874064848772&zoom=5,
IC_U31_123,Interchange,US-31,123,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.930211196498&lon=-86.1578546625511&zoom=5,
IC_U31_124,Interchange,US-31,124,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.94152559239406&lon=-86.15756230412615&zoom=5,
IC_U31_125,Interchange,US-31,125,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.956202757786635&lon=-86.15765978855467&zoom=5,
IC_U31_126,Interchange,US-31,126,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.965376645219756&lon=-86.1574280265092&zoom=5,
IC_U31_127,Interchange,US-31,127,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.97783879841173&lon=-86.15724826504726&zoom=5,
IC_U31_128,Interchange,US-31,128,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.984516996370864&lon=-86.14186624326226&zoom=5,
IC_U31_129,Interchange,US-31,129,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.00012632109598&lon=-86.1265184168469&zoom=5,
IC_U31_131,Interchange,US-31,131,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.021843567731565&lon=-86.13156796493834&zoom=5,
IC_U31_132,Interchange,US-31,132,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.04258951478176&lon=-86.13586459746543&zoom=5,
IC_U31_134,Interchange,US-31,134,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.06483611848031&lon=-86.1276704837492&zoom=5,
IC_U31_136,Interchange,US-31,136,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.09427929120148&lon=-86.12782557534081&zoom=5,
IC_U31_137,Interchange,US-31,137,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.13080610680621&lon=-86.12800310182939&zoom=5,
IC_U31_142,Interchange,US-31,142,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.18942259117672&lon=-86.12795399279723&zoom=5,
IC_U31_148,Interchange,US-31,148,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.27503534520758&lon=-86.12692303780975&zoom=5,
IC_U31_156,Interchange,US-31,156,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.395036761163276&lon=-86.12581095712193&zoom=5,
IC_U31_158,Interchange,US-31,158,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.41926584172093&lon=-86.09212671607563&zoom=5,
IC_U31_161,Interchange,US-31,161,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.46284556873699&lon=-86.08065089530635&zoom=5,
IC_U31_162,Interchange,US-31,162,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.47679144943337&lon=-86.08389088437464&zoom=5,
IC_U31_165,Interchange,US-31,165,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.52009494241991&lon=-86.09502479112523&zoom=5,
IC_U31_166,Interchange,US-31,166,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.53474778697964&lon=-86.11291428629129&zoom=5,
IC_U31_167,Interchange,US-31,167,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.54223950323716&lon=-86.12591159430346&zoom=5,
IC_U31_190,Interchange,US-31,190,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.75164486314478&lon=-86.12747816301045&zoom=5,
IC_U31_191,Interchange,US-31,191,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.771966953749896&lon=-86.12816351253458&zoom=5,
IC_U31_203,Interchange,US-31,203,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.04606240645358&lon=-86.21947701224941&zoom=5,
IC_U31_225,Interchange,US-31,225,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.34961066564623&lon=-86.27356194786825&zoom=5,
IC_U31_227,Interchange,US-31,227,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.37671528308433&lon=-86.28197455741052&zoom=5,
IC_U31_232,Interchange,US-31,232,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.44977613867018&lon=-86.29226160116878&zoom=5,
IC_U31_239,Interchange,US-31,239,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.53537559270575&lon=-86.24974214888778&zoom=5,
IC_U31_245,Interchange,US-31,245,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.608385667212794&lon=-86.25679672827226&zoom=5,
IC_U31_246,Interchange,US-31,246,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.62433264899151&lon=-86.25146227259141&zoom=5,
IC_U31_249,Interchange,US-31,249,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.64104244752938&lon=-86.29765866665534&zoom=5,
IC_U31_250,Interchange,US-31,250,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65358122828122&lon=-86.3219401219168&zoom=5,
IC_U31_252,Interchange,US-31,252,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.67171282452513&lon=-86.34088887405566&zoom=5,
IC_U31_254,Interchange,US-31,254,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.70584991872402&lon=-86.33993966895804&zoom=5,
IC_U31_255,Interchange,US-31,255,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.72257070793362&lon=-86.33911146983472&zoom=5,
IC_U31_256,Interchange,US-31,256,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.73694544506693&lon=-86.33919325652145&zoom=5,
IC_U33_19,Interchange,US-33,19,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.12654435071025&lon=-85.19672112194752&zoom=5,
IC_U33_95,Interchange,US-33,95,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65183920702688&lon=-85.94099361058127&zoom=5,
IC_U35_7,Interchange,US-35,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.86732392750837&lon=-84.92618342044867&zoom=5,
IC_U35_41,Interchange,US-35,41,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.16034228688191&lon=-85.3532438462486&zoom=5,
IC_U35_43,Interchange,US-35,43,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.178400309143775&lon=-85.33634340250254&zoom=5,
IC_U35_44,Interchange,US-35,44,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.192875163981796&lon=-85.33615124455949&zoom=5,
IC_U35_47,Interchange,US-35,47,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.23912146422665&lon=-85.35660139494865&zoom=5,
IC_U35_48,Interchange,US-35,48,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.244660534143925&lon=-85.36619129570728&zoom=5,
IC_U35_74,Interchange,US-35,74,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.480503881991794&lon=-85.54894255196685&zoom=5,
IC_U35_103,Interchange,US-35,103,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.47679144943337&lon=-86.08389088437464&zoom=5,
IC_U35_110,Interchange,US-35,110,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.53474778697964&lon=-86.11291428629129&zoom=5,
IC_U35_111,Interchange,US-35,111,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.54352816651569&lon=-86.16308002684856&zoom=5,
IC_U35_130,Interchange,US-35,130,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.72776323617813&lon=-86.3834798906793&zoom=5,
IC_U35_131,Interchange,US-35,131,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.73860428851852&lon=-86.3888849951856&zoom=5,
IC_U35_132,Interchange,US-35,132,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.75653757491785&lon=-86.3987336347679&zoom=5,
IC_U35_179,Interchange,US-35,179,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.39382141884087&lon=-86.62072622656363&zoom=5,
IC_U35_198,Interchange,US-35,198,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.61336364495194&lon=-86.72641307112796&zoom=5,
IC_U35_206,Interchange,US-35,206,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.69822705070553&lon=-86.82806443068478&zoom=5,
IC_U36_7,Interchange,US-36,7,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.79352752336748&lon=-87.40861523307187&zoom=5,
IC_U36_68,Interchange,US-36,68,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.76474468294552&lon=-86.26661894102483&zoom=5,
IC_U52_43 FMR,Abandoned/Duplicate,US-52,43 (FMR),,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=40.45458222674164&lon=-86.92912487963267&zoom=5,
IC_U36_69,Interchange,US-36,69,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.83218117885787&lon=-86.03560979089015&zoom=5,
IC_U36_108,Interchange,US-36,108,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.004467040893466&lon=-85.3777984920355&zoom=5,
IC_U40_9,Interchange,US-40,9,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.430564457573&lon=-87.33289832991392&zoom=5,
IC_U40_71,Interchange,US-40,71,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.748422481509934&lon=-86.26444813645347&zoom=5,
IC_U40_84,Interchange,US-40,84,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.772760957800045&lon=-86.0304392987594&zoom=5,
IC_U40_149,Interchange,US-40,149,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.83319595109652&lon=-84.81712706545561&zoom=5,
IC_U41_1,Interchange,US-41,1,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.939927665841424&lon=-87.54374342900057&zoom=5,
IC_U41_4,Interchange,US-41,4,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5,
IC_U41_5,Interchange,US-41,5,,Not Started,,https://www.waze.com/editor?env=usa&lat=37.99904858341281&lon=-87.53761425176762&zoom=5,
IC_U41_17,Interchange,US-41,17,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.16694088583368&lon=-87.55036955590256&zoom=5,
IC_U41_25,Interchange,US-41,25,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.27438709636847&lon=-87.56760154448966&zoom=5,
IC_U41_27,Interchange,US-41,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.31280055357711&lon=-87.56856978050969&zoom=5,
IC_U41_31,Interchange,US-41,31,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.35545262429141&lon=-87.59828506526425&zoom=5,
IC_U41_52,Interchange,US-41,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.648255401844445&lon=-87.52761177702175&zoom=5,
IC_U41_54,Interchange,US-41,54,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.66175872643285&lon=-87.50926749736867&zoom=5,
IC_U41_55,Interchange,US-41,55,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.67853677943992&lon=-87.48776405610833&zoom=5,
IC_U41_56,Interchange,US-41,56,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.69492371063714&lon=-87.49336719744437&zoom=5,
IC_U41_58,Interchange,US-41,58,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.712982821700095&lon=-87.48376346582222&zoom=5,
IC_U41_105,Interchange,US-41,105,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36921823932304&lon=-87.38812927830128&zoom=5,
IC_U41_109,Interchange,US-41,109,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.43059154392182&lon=-87.41403754924106&zoom=5,
IC_U41_114,Interchange,US-41,114,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.49280139990234&lon=-87.41381954619452&zoom=5,
IC_U41_163,Interchange,US-41,163,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.124149915864955&lon=-87.24302972219483&zoom=5,
IC_U41_182,Interchange,US-41,182,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.357039109892305&lon=-87.34932105973029&zoom=5,
IC_U41_204,Interchange,US-41,204,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.65747227319547&lon=-87.38021489166897&zoom=5,
IC_U41_269,Interchange,US-41,269,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.57408969106401&lon=-87.4799712216809&zoom=5,
IC_U41_273,Interchange,US-41,273,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.61458367462857&lon=-87.50886992913222&zoom=5,
IC_U41_276,Interchange,US-41,276,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.65692301173974&lon=-87.50864759333422&zoom=5,
IC_U421_52,Interchange,US-421,52,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.36240077183593&lon=-85.51501095882064&zoom=5,
IC_U421_91,Interchange,US-421,91,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.92363058390949&lon=-86.22849997733356&zoom=5,
IC_U421_146,Interchange,US-421,146,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.567378738799746&lon=-86.65847853497854&zoom=5,
IC_U50_2,Interchange,US-50,2,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.69492371063714&lon=-87.49336719744437&zoom=5,
IC_U50_3,Interchange,US-50,3,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.67853677943992&lon=-87.48776405610833&zoom=5,
IC_U50_24,Interchange,US-50,24,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.65584541944327&lon=-87.12020106808998&zoom=5,
IC_U50_65,Interchange,US-50,65,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.82877612949995&lon=-86.50565545807426&zoom=5,
SA_I90_145 FMR,Abandoned/Duplicate,I-90,145,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=41.725678393011925&lon=-84.96675685260841&zoom=5,Abandoned Travel Plaza
IC_U50_105,Interchange,US-50,105,,Not Started,,https://www.waze.com/editor?env=usa&lat=38.95810273376432&lon=-85.84331634387763&zoom=5,
IC_U52_14,Interchange,US-52,14,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.65747227319547&lon=-87.38021489166897&zoom=5,
IC_U52_93,Interchange,US-52,93,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.7513458493905&lon=-86.03332690504529&zoom=5,
IC_U52_169,Interchange,US-52,169,,Not Started,,https://www.waze.com/editor?env=usa&lat=39.27910265634291&lon=-84.86135038853205&zoom=5,
TP_I80_153,Toll Gate,I-80,153,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=41.66617116585914&lon=-84.85369309646933&zoom=5,
TP_I90_1,Toll Gate,I-90,1,,Do not edit,AyoItsConnor,https://www.waze.com/editor?env=usa&lat=41.688092036528225&lon=-87.52188914509873&zoom=5,
IC_U6_16,Interchange,US-6,16,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.58297386016016&lon=-87.24036268124979&zoom=5,
IC_U6_27,Interchange,US-6,27,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.54991125375908&lon=-87.04625614731349&zoom=5,
IC_U6_70,Interchange,US-6,70,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.44977613867018&lon=-86.29226160116878&zoom=5,
IC_U6_78,Interchange,US-6,78,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.46070137555882&lon=-86.15625941829973&zoom=5,
IC_U6_136,Interchange,US-6,136,,Not Started,,https://www.waze.com/editor?env=usa&lat=41.43959481865083&lon=-85.05349116773712&zoom=5,
IC_U231_208 FMR,Interchange,W Sagamore Pkwy,208 FMR,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.45458222674164&lon=-86.92912487963267&zoom=5,
IC_U52_44 FMR,Interchange,W Sagamore Pkwy,44 FMR,,Not Started,,https://www.waze.com/editor?env=usa&lat=40.45255926239936&lon=-86.90309240902533&zoom=5,
