Interchange_Name,Highway_Name,Mile_Marker,Latitude,Longitude,Permalink
IC_U50_2,US-50,2,38.69492371063714,-87.49336719744437,https://www.waze.com/editor?env=usa&lat=38.69492371063714&lon=-87.49336719744437&zoom=5
IC_S44_38,IN-44,38,39.52614977962699,-85.73633369888309,https://www.waze.com/editor?env=usa&lat=39.52614977962699&lon=-85.73633369888309&zoom=5
IC_I64_18,I-64,18,38.16176014802893,-87.68435878843889,https://www.waze.com/editor?env=usa&lat=38.16176014802893&lon=-87.68435878843889&zoom=5
IC_U36_7,US-36,7,39.79352752336748,-87.40861523307187,https://www.waze.com/editor?env=usa&lat=39.79352752336748&lon=-87.40861523307187&zoom=5
IC_U35_110,US-35,110,40.53474778697964,-86.11291428629129,https://www.waze.com/editor?env=usa&lat=40.53474778697964&lon=-86.11291428629129&zoom=5
IC_U41_109,US-41,109,39.43059154392182,-87.41403754924106,https://www.waze.com/editor?env=usa&lat=39.43059154392182&lon=-87.41403754924106&zoom=5
IC_S63_33,IN-63,33,39.49280139874901,-87.41381954618768,https://www.waze.com/editor?env=usa&lat=39.49280139874901&lon=-87.41381954618768&zoom=5
IC_U35_103,US-35,103,40.47679144943337,-86.08389088437464,https://www.waze.com/editor?env=usa&lat=40.47679144943337&lon=-86.08389088437464&zoom=5
IC_U36_69,US-36,69,39.83218117885787,-86.03560979089015,https://www.waze.com/editor?env=usa&lat=39.83218117885787&lon=-86.03560979089015&zoom=5
IC_U52_14,US-52,14,40.65747227319547,-87.38021489166897,https://www.waze.com/editor?env=usa&lat=40.65747227319547&lon=-87.38021489166897&zoom=5
IC_U52_44 FMR,US-52,44 FMR,40.45255926239936,-86.90309240902533,https://www.waze.com/editor?env=usa&lat=40.45255926239936&lon=-86.90309240902533&zoom=5
IC_I65_146,I-65,146,40.1264992431395,-86.51756005890203,https://www.waze.com/editor?env=usa&lat=40.1264992431395&lon=-86.51756005890203&zoom=5
IC_U41_56,US-41,56,38.69492371063714,-87.49336719744437,https://www.waze.com/editor?env=usa&lat=38.69492371063714&lon=-87.49336719744437&zoom=5
IC_U41_17,US-41,17,38.16694088583368,-87.55036955590256,https://www.waze.com/editor?env=usa&lat=38.16694088583368&lon=-87.55036955590256&zoom=5
IC_U41_25,US-41,25,38.27438709636847,-87.56760154448966,https://www.waze.com/editor?env=usa&lat=38.27438709636847&lon=-87.56760154448966&zoom=5
IC_I64_25,I-64,25,38.16694088583368,-87.55036955590256,https://www.waze.com/editor?env=usa&lat=38.16694088583368&lon=-87.55036955590256&zoom=5
IC_U35_111,US-35,111,40.54352816651569,-86.16308002684856,https://www.waze.com/editor?env=usa&lat=40.54352816651569&lon=-86.16308002684856&zoom=5
IC_U41_182,US-41,182,40.357039109892305,-87.34932105973029,https://www.waze.com/editor?env=usa&lat=40.357039109892305&lon=-87.34932105973029&zoom=5
IC_S38_70,IN-38,70,40.00488387523527,-85.77241895427946,https://www.waze.com/editor?env=usa&lat=40.00488387523527&lon=-85.77241895427946&zoom=5
IC_S63_78,IN-63,78,40.12044949835651,-87.45166843082124,https://www.waze.com/editor?env=usa&lat=40.12044949835651&lon=-87.45166843082124&zoom=5
IC_U41_105,US-41,105,39.36921823932304,-87.38812927830128,https://www.waze.com/editor?env=usa&lat=39.36921823932304&lon=-87.38812927830128&zoom=5
IC_U41_204,US-41,204,40.65747227319547,-87.38021489166897,https://www.waze.com/editor?env=usa&lat=40.65747227319547&lon=-87.38021489166897&zoom=5
IC_U40_9,US-40,9,39.430564457573,-87.33289832991392,https://www.waze.com/editor?env=usa&lat=39.430564457573&lon=-87.33289832991392&zoom=5
IC_S62_156,IN-62,156,38.34384888008927,-85.70625713120037,https://www.waze.com/editor?env=usa&lat=38.34384888008927&lon=-85.70625713120037&zoom=5
IC_S65_11,IN-65,11,38.16176014802893,-87.68435878843889,https://www.waze.com/editor?env=usa&lat=38.16176014802893&lon=-87.68435878843889&zoom=5
IC_U52_93,US-52,93,39.7513458493905,-86.03332690504529,https://www.waze.com/editor?env=usa&lat=39.7513458493905&lon=-86.03332690504529&zoom=5
IC_U40_149,US-40,149,39.83319595109652,-84.81712706545561,https://www.waze.com/editor?env=usa&lat=39.83319595109652&lon=-84.81712706545561&zoom=5
IC_S47_48,IN-47,48,40.1264992431395,-86.51756005890203,https://www.waze.com/editor?env=usa&lat=40.1264992431395&lon=-86.51756005890203&zoom=5
IC_U35_206,US-35,206,41.69822705070553,-86.82806443068478,https://www.waze.com/editor?env=usa&lat=41.69822705070553&lon=-86.82806443068478&zoom=5
IC_I64_57,I-64,57,38.19400251175162,-86.98253746555717,https://www.waze.com/editor?env=usa&lat=38.19400251175162&lon=-86.98253746555717&zoom=5
IC_U41_58,US-41,58,38.712982821700095,-87.48376346582222,https://www.waze.com/editor?env=usa&lat=38.712982821700095&lon=-87.48376346582222&zoom=5
IC_S37_171,IN-37,171,39.98379285042844,-86.00374966981816,https://www.waze.com/editor?env=usa&lat=39.98379285042844&lon=-86.00374966981816&zoom=5
RA_I65_148,N/A,N/A,40.157137140170285,-86.54001922172606,https://www.waze.com/editor?env=usa&lat=40.157137140170285&lon=-86.54001922172606&zoom=5
RA_I65_149,N/A,N/A,40.1729553877431,-86.55147118000308,https://www.waze.com/editor?env=usa&lat=40.1729553877431&lon=-86.55147118000308&zoom=5
IC_S44_0,IN-44,0,39.431002251633295,-86.39462150022331,https://www.waze.com/editor?env=usa&lat=39.431002251633295&lon=-86.39462150022331&zoom=5
IC_I65_119,I-65,119,39.8238757242069,-86.20169588979944,https://www.waze.com/editor?env=usa&lat=39.8238757242069&lon=-86.20169588979944&zoom=5
IC_S38_50,IN-38,50,40.09427929120148,-86.12782557534081,https://www.waze.com/editor?env=usa&lat=40.09427929120148&lon=-86.12782557534081&zoom=5
IC_S37_96,IN-37,96,39.10783400565741,-86.55902411210056,https://www.waze.com/editor?env=usa&lat=39.10783400565741&lon=-86.55902411210056&zoom=5
IC_I69_241,I-69,241,40.218940319971516,-85.56033410835151,https://www.waze.com/editor?env=usa&lat=40.218940319971516&lon=-85.56033410835151&zoom=5
IC_I69_312,I-69,312,41.13779353544895,-85.13618758259612,https://www.waze.com/editor?env=usa&lat=41.13779353544895&lon=-85.13618758259612&zoom=5
IC_S67_139,IN-67,139,40.11380332337583,-85.56866823998695,https://www.waze.com/editor?env=usa&lat=40.11380332337583&lon=-85.56866823998695&zoom=5
IC_I65_172,I-65,172,40.4175412864461,-86.82056932024621,https://www.waze.com/editor?env=usa&lat=40.4175412864461&lon=-86.82056932024621&zoom=5
IC_I65_168,I-65,168,40.37392549333996,-86.78379833818856,https://www.waze.com/editor?env=usa&lat=40.37392549333996&lon=-86.78379833818856&zoom=5
IC_I65_158,I-65,158,40.2619632855894,-86.65518814554707,https://www.waze.com/editor?env=usa&lat=40.2619632855894&lon=-86.65518814554707&zoom=5
IC_I65_175,I-65,175,40.45593739734083,-86.84740056637791,https://www.waze.com/editor?env=usa&lat=40.45593739734083&lon=-86.84740056637791&zoom=5
IC_I65_193,I-65,193,40.66775187358804,-87.04084447288876,https://www.waze.com/editor?env=usa&lat=40.66775187358804&lon=-87.04084447288876&zoom=5
IC_I65_188,I-65,188,40.60547303299871,-86.97936105660426,https://www.waze.com/editor?env=usa&lat=40.60547303299871&lon=-86.97936105660426&zoom=5
IC_I65_178,I-65,178,40.49692550132294,-86.86833883527392,https://www.waze.com/editor?env=usa&lat=40.49692550132294&lon=-86.86833883527392&zoom=5
IC_I65_201,I-65,201,40.76572618920557,-87.11946557486871,https://www.waze.com/editor?env=usa&lat=40.76572618920557&lon=-87.11946557486871&zoom=5
IC_I65_259 B,I-65,259 B,41.568866061469166,-87.30081634466825,https://www.waze.com/editor?env=usa&lat=41.568866061469166&lon=-87.30081634466825&zoom=5
IC_I65_247,I-65,247,41.393307866457626,-87.32395383444972,https://www.waze.com/editor?env=usa&lat=41.393307866457626&lon=-87.32395383444972&zoom=5
IC_I65_253,I-65,253,41.47108237866182,-87.32391016828034,https://www.waze.com/editor?env=usa&lat=41.47108237866182&lon=-87.32391016828034&zoom=5
IC_I65_249,I-65,249,41.42017592057202,-87.3213639223133,https://www.waze.com/editor?env=usa&lat=41.42017592057202&lon=-87.3213639223133&zoom=5
IC_I65_215,I-65,215,40.94074190748388,-87.22075149011404,https://www.waze.com/editor?env=usa&lat=40.94074190748388&lon=-87.22075149011404&zoom=5
IC_I65_258,I-65,258,41.551098870596626,-87.31075446347694,https://www.waze.com/editor?env=usa&lat=41.551098870596626&lon=-87.31075446347694&zoom=5
IC_I65_220,I-65,220,41.01295793183297,-87.27062706796832,https://www.waze.com/editor?env=usa&lat=41.01295793183297&lon=-87.27062706796832&zoom=5
IC_I65_205,I-65,205,40.80963517959691,-87.15418386605724,https://www.waze.com/editor?env=usa&lat=40.80963517959691&lon=-87.15418386605724&zoom=5
IC_I65_240,I-65,240,41.2893233026406,-87.30084635195239,https://www.waze.com/editor?env=usa&lat=41.2893233026406&lon=-87.30084635195239&zoom=5
IC_I65_230,I-65,230,41.144474968901804,-87.26566139912406,https://www.waze.com/editor?env=usa&lat=41.144474968901804&lon=-87.26566139912406&zoom=5
RA_I65_231,N/A,N/A,41.16564466526749,-87.27245240777637,https://www.waze.com/editor?env=usa&lat=41.16564466526749&lon=-87.27245240777637&zoom=5
IC_I65_261,I-65,261,41.58734372554917,-87.3062341997221,https://www.waze.com/editor?env=usa&lat=41.58734372554917&lon=-87.3062341997221&zoom=5
IC_S66_32,IN-66,32,37.976678638680355,-87.45193487943232,https://www.waze.com/editor?env=usa&lat=37.976678638680355&lon=-87.45193487943232&zoom=5
IC_I69_7,I-69,7,37.976678638680355,-87.45193487943232,https://www.waze.com/editor?env=usa&lat=37.976678638680355&lon=-87.45193487943232&zoom=5
IC_I69_3,I-69,3,37.939265768292636,-87.49297221707195,https://www.waze.com/editor?env=usa&lat=37.939265768292636&lon=-87.49297221707195&zoom=5
IC_S68_26,IN-68,26,38.19455040529324,-87.46731328201605,https://www.waze.com/editor?env=usa&lat=38.19455040529324&lon=-87.46731328201605&zoom=5
IC_I69_15,I-69,15,38.089345164827435,-87.4764669987479,https://www.waze.com/editor?env=usa&lat=38.089345164827435&lon=-87.4764669987479&zoom=5
IC_I69_5,I-69,5,37.95506135699139,-87.44836908497864,https://www.waze.com/editor?env=usa&lat=37.95506135699139&lon=-87.44836908497864&zoom=5
IC_I69_46,I-69,46,38.47377745663846,-87.2682423757972,https://www.waze.com/editor?env=usa&lat=38.47377745663846&lon=-87.2682423757972&zoom=5
IC_I69_76,I-69,76,38.84571195049072,-87.070236293869,https://www.waze.com/editor?env=usa&lat=38.84571195049072&lon=-87.070236293869&zoom=5
IC_I69_33,I-69,33,38.32670022646555,-87.3965098137649,https://www.waze.com/editor?env=usa&lat=38.32670022646555&lon=-87.3965098137649&zoom=5
IC_I69_10,I-69,10,38.012563568999084,-87.46893969649149,https://www.waze.com/editor?env=usa&lat=38.012563568999084&lon=-87.46893969649149&zoom=5
IC_I69_22,I-69,22,38.19455040529324,-87.46731328201605,https://www.waze.com/editor?env=usa&lat=38.19455040529324&lon=-87.46731328201605&zoom=5
IC_I69_87,I-69,87,38.91692791414951,-86.92225986426006,https://www.waze.com/editor?env=usa&lat=38.91692791414951&lon=-86.92225986426006&zoom=5
IC_I69_62,I-69,62,38.65584541944327,-87.12020106808998,https://www.waze.com/editor?env=usa&lat=38.65584541944327&lon=-87.12020106808998&zoom=5
IC_I69_9,I-69,9,37.99663794672426,-87.46570813560923,https://www.waze.com/editor?env=usa&lat=37.99663794672426&lon=-87.46570813560923&zoom=5
IC_I69_98,I-69,98,38.97421182926915,-86.7373594775809,https://www.waze.com/editor?env=usa&lat=38.97421182926915&lon=-86.7373594775809&zoom=5
IC_I69_27,I-69,27,38.25237671742257,-87.43347399476643,https://www.waze.com/editor?env=usa&lat=38.25237671742257&lon=-87.43347399476643&zoom=5
IC_I69_141,I-69,141,39.431002251633295,-86.39462150022331,https://www.waze.com/editor?env=usa&lat=39.431002251633295&lon=-86.39462150022331&zoom=5
IC_I69_104,I-69,104,39.03400613744375,-86.68898352589426,https://www.waze.com/editor?env=usa&lat=39.03400613744375&lon=-86.68898352589426&zoom=5
IC_I69_125,I-69,125,39.26583607939843,-86.52257461977558,https://www.waze.com/editor?env=usa&lat=39.26583607939843&lon=-86.52257461977558&zoom=5
WS_I65_241,N/A,N/A,41.303932149296905,-87.30113246360982,https://www.waze.com/editor?env=usa&lat=41.303932149296905&lon=-87.30113246360982&zoom=5
IC_S69_35,IN-69,35,38.19745001222122,-87.9168248477153,https://www.waze.com/editor?env=usa&lat=38.19745001222122&lon=-87.9168248477153&zoom=5
IC_I69_226,I-69,226,40.05317249881918,-85.65277164241495,https://www.waze.com/editor?env=usa&lat=40.05317249881918&lon=-85.65277164241495&zoom=5
RA_I69_251,N/A,N/A,40.3558870556183,-85.55859208982044,https://www.waze.com/editor?env=usa&lat=40.3558870556183&lon=-85.55859208982044&zoom=5
IC_S67_147,IN-67,147,40.14188764836302,-85.43187419150598,https://www.waze.com/editor?env=usa&lat=40.14188764836302&lon=-85.43187419150598&zoom=5
RA_I69_345,N/A,N/A,41.57965581222623,-85.05841245949739,https://www.waze.com/editor?env=usa&lat=41.57965581222623&lon=-85.05841245949739&zoom=5
IC_S67_104,IN-67,104,39.701985034577106,-86.26099155843771,https://www.waze.com/editor?env=usa&lat=39.701985034577106&lon=-86.26099155843771&zoom=5
IC_S66_26,IN-66,26,37.99904858341281,-87.53761425176762,https://www.waze.com/editor?env=usa&lat=37.99904858341281&lon=-87.53761425176762&zoom=5
IC_S66_132,IN-66,132,38.242410781280306,-86.35979054782061,https://www.waze.com/editor?env=usa&lat=38.242410781280306&lon=-86.35979054782061&zoom=5
IC_S66_30,IN-66,30,37.97660993450167,-87.49261830880852,https://www.waze.com/editor?env=usa&lat=37.97660993450167&lon=-87.49261830880852&zoom=5
RA_I69_324,N/A,N/A,41.29544106793653,-85.08720384515533,https://www.waze.com/editor?env=usa&lat=41.29544106793653&lon=-85.08720384515533&zoom=5
IC_S66_28,IN-66,28,37.97682582193899,-87.5253679286079,https://www.waze.com/editor?env=usa&lat=37.97682582193899&lon=-87.5253679286079&zoom=5
IC_I69_155,I-69,155,39.60468482894994,-86.21949954490975,https://www.waze.com/editor?env=usa&lat=39.60468482894994&lon=-86.21949954490975&zoom=5
IC_I69_302,I-69,302,41.03399781636684,-85.25231792328125,https://www.waze.com/editor?env=usa&lat=41.03399781636684&lon=-85.25231792328125&zoom=5
IC_I69_259,I-69,259,40.480503881991794,-85.54894255196685,https://www.waze.com/editor?env=usa&lat=40.480503881991794&lon=-85.54894255196685&zoom=5
IC_I69_309,I-69,309,41.1220189041324,-85.18673896289195,https://www.waze.com/editor?env=usa&lat=41.1220189041324&lon=-85.18673896289195&zoom=5
IC_I69_286,I-69,286,40.827629216758965,-85.35393030788155,https://www.waze.com/editor?env=usa&lat=40.827629216758965&lon=-85.35393030788155&zoom=5
IC_I69_222,I-69,222,40.037682786581215,-85.72184195699414,https://www.waze.com/editor?env=usa&lat=40.037682786581215&lon=-85.72184195699414&zoom=5
IC_I69_264,I-69,264,40.55342917999454,-85.55071017760197,https://www.waze.com/editor?env=usa&lat=40.55342917999454&lon=-85.55071017760197&zoom=5
IC_I69_255,I-69,255,40.42294347370054,-85.54932286529771,https://www.waze.com/editor?env=usa&lat=40.42294347370054&lon=-85.54932286529771&zoom=5
IC_I69_234,I-69,234,40.11380332409968,-85.56866829854792,https://www.waze.com/editor?env=usa&lat=40.11380332409968&lon=-85.56866829854792&zoom=5
IC_I65_255,I-65,255,41.50730788047006,-87.31970498628978,https://www.waze.com/editor?env=usa&lat=41.50730788047006&lon=-87.31970498628978&zoom=5
IC_I69_201,I-69,201,39.90506431866395,-86.04565956806734,https://www.waze.com/editor?env=usa&lat=39.90506431866395&lon=-86.04565956806734&zoom=5
IC_I69_200,I-69,200,39.894729407554934,-86.05414770674452,https://www.waze.com/editor?env=usa&lat=39.894729407554934&lon=-86.05414770674452&zoom=5
IC_I69_296,I-69,296,40.960331836331946,-85.29157856141319,https://www.waze.com/editor?env=usa&lat=40.960331836331946&lon=-85.29157856141319&zoom=5
IC_I69_210,I-69,210,39.99067508019056,-85.9241943669804,https://www.waze.com/editor?env=usa&lat=39.99067508019056&lon=-85.9241943669804&zoom=5
IC_I69_273,I-69,273,40.667921573458095,-85.49348473158793,https://www.waze.com/editor?env=usa&lat=40.667921573458095&lon=-85.49348473158793&zoom=5
IC_I69_278,I-69,278,40.719802452395676,-85.43676776549364,https://www.waze.com/editor?env=usa&lat=40.719802452395676&lon=-85.43676776549364&zoom=5
IC_I69_205,I-69,205,39.95682294978953,-86.00773008030295,https://www.waze.com/editor?env=usa&lat=39.95682294978953&lon=-86.00773008030295&zoom=5
IC_I69_116,I-69,116,39.1367342500593,-86.57289924710663,https://www.waze.com/editor?env=usa&lat=39.1367342500593&lon=-86.57289924710663&zoom=5
IC_I69_153,I-69,153,39.56563628099839,-86.2468538983279,https://www.waze.com/editor?env=usa&lat=39.56563628099839&lon=-86.2468538983279&zoom=5
IC_I69_134,I-69,134,39.375984832501054,-86.47665159834831,https://www.waze.com/editor?env=usa&lat=39.375984832501054&lon=-86.47665159834831&zoom=5
IC_I69_140,I-69,140,39.42539229132742,-86.40157538122062,https://www.waze.com/editor?env=usa&lat=39.42539229132742&lon=-86.40157538122062&zoom=5
IC_I69_158,I-69,158,39.63517337715763,-86.20491269001992,https://www.waze.com/editor?env=usa&lat=39.63517337715763&lon=-86.20491269001992&zoom=5
IC_I69_114,I-69,114,39.10783400565741,-86.55902411210056,https://www.waze.com/editor?env=usa&lat=39.10783400565741&lon=-86.55902411210056&zoom=5
IC_I69_162,I-69,162,39.68563966610429,-86.19879900025127,https://www.waze.com/editor?env=usa&lat=39.68563966610429&lon=-86.19879900025127&zoom=5
IC_I69_123,I-69,123,39.23382197123725,-86.54121592948893,https://www.waze.com/editor?env=usa&lat=39.23382197123725&lon=-86.54121592948893&zoom=5
IC_I69_115,I-69,115,39.12222120529072,-86.57113265872032,https://www.waze.com/editor?env=usa&lat=39.12222120529072&lon=-86.57113265872032&zoom=5
IC_I69_145,I-69,145,39.48929787202967,-86.352899108093,https://www.waze.com/editor?env=usa&lat=39.48929787202967&lon=-86.352899108093&zoom=5
IC_I69_138,I-69,138,39.40844257340901,-86.42329483771192,https://www.waze.com/editor?env=usa&lat=39.40844257340901&lon=-86.42329483771192&zoom=5
IC_I69_160,I-69,160,39.66430698744609,-86.19593945414806,https://www.waze.com/editor?env=usa&lat=39.66430698744609&lon=-86.19593945414806&zoom=5
IC_I69_163,I-69,163,39.69050189397387,-86.20270376518424,https://www.waze.com/editor?env=usa&lat=39.69050189397387&lon=-86.20270376518424&zoom=5
IC_I69_316,I-69,316,41.178912238647065,-85.10331321180804,https://www.waze.com/editor?env=usa&lat=41.178912238647065&lon=-85.10331321180804&zoom=5
IC_I69_299,I-69,299,40.99237190513451,-85.26801971762922,https://www.waze.com/editor?env=usa&lat=40.99237190513451&lon=-85.26801971762922&zoom=5
IC_I69_326,I-69,326,41.32750725474506,-85.08773729558526,https://www.waze.com/editor?env=usa&lat=41.32750725474506&lon=-85.08773729558526&zoom=5
WS_I69_280,N/A,N/A,40.74646328570346,-85.40829187286066,https://www.waze.com/editor?env=usa&lat=40.74646328570346&lon=-85.40829187286066&zoom=5
IC_I69_203,I-69,203,39.92712649034242,-86.02948744117133,https://www.waze.com/editor?env=usa&lat=39.92712649034242&lon=-86.02948744117133&zoom=5
IC_I69_334,I-69,334,41.43959481865083,-85.05349116773712,https://www.waze.com/editor?env=usa&lat=41.43959481865083&lon=-85.05349116773712&zoom=5
IC_I69_204,I-69,204,39.941671286455936,-86.01883574414761,https://www.waze.com/editor?env=usa&lat=39.941671286455936&lon=-86.01883574414761&zoom=5
IC_I69_348,I-69,348,41.634898420705746,-85.04787384925824,https://www.waze.com/editor?env=usa&lat=41.634898420705746&lon=-85.04787384925824&zoom=5
IC_I69_315,I-69,315,41.16830394719763,-85.10415067253935,https://www.waze.com/editor?env=usa&lat=41.16830394719763&lon=-85.10415067253935&zoom=5
IC_I69_357,I-69,357,41.74752150717639,-84.99587361991472,https://www.waze.com/editor?env=usa&lat=41.74752150717639&lon=-84.99587361991472&zoom=5
IC_I69_329,I-69,329,41.36659830769993,-85.08154432494656,https://www.waze.com/editor?env=usa&lat=41.36659830769993&lon=-85.08154432494656&zoom=5
IC_I69_350,I-69,350,41.66411478947777,-85.02850723286375,https://www.waze.com/editor?env=usa&lat=41.66411478947777&lon=-85.02850723286375&zoom=5
IC_I69_340,I-69,340,41.52718092143995,-85.05543048108207,https://www.waze.com/editor?env=usa&lat=41.52718092143995&lon=-85.05543048108207&zoom=5
IC_I69_354,I-69,354,41.70634898228006,-85.00469954178539,https://www.waze.com/editor?env=usa&lat=41.70634898228006&lon=-85.00469954178539&zoom=5
WS_I70_0,N/A,N/A,39.43690827303014,-87.52876262629563,https://www.waze.com/editor?env=usa&lat=39.43690827303014&lon=-87.52876262629563&zoom=5
IC_I69_356,I-69,356,41.73340004803049,-85.00013053613945,https://www.waze.com/editor?env=usa&lat=41.73340004803049&lon=-85.00013053613945&zoom=5
IC_I69_317,I-69,317,41.20011475295762,-85.10409560389093,https://www.waze.com/editor?env=usa&lat=41.20011475295762&lon=-85.10409560389093&zoom=5
IC_S67_150,IN-67,150,40.14658844371715,-85.36711539450165,https://www.waze.com/editor?env=usa&lat=40.14658844371715&lon=-85.36711539450165&zoom=5
IC_S67_154,IN-67,154,40.192875163981796,-85.33615124455949,https://www.waze.com/editor?env=usa&lat=40.192875163981796&lon=-85.33615124455949&zoom=5
IC_S67_153,IN-67,153,40.178400309143775,-85.33634340250254,https://www.waze.com/editor?env=usa&lat=40.178400309143775&lon=-85.33634340250254&zoom=5
IC_I69_118,I-69,118,39.16452646434572,-86.57302655414759,https://www.waze.com/editor?env=usa&lat=39.16452646434572&lon=-86.57302655414759&zoom=5
IC_I69_120,I-69,120,39.18705944181346,-86.55504428445231,https://www.waze.com/editor?env=usa&lat=39.18705944181346&lon=-86.55504428445231&zoom=5
IC_I69_117,I-69,117,39.14750507879118,-86.57295901262557,https://www.waze.com/editor?env=usa&lat=39.14750507879118&lon=-86.57295901262557&zoom=5
IC_I69_137,I-69,137,39.40298179616362,-86.44584693775727,https://www.waze.com/editor?env=usa&lat=39.40298179616362&lon=-86.44584693775727&zoom=5
IC_I69_18,I-69,18,38.138501559489434,-87.4727768296229,https://www.waze.com/editor?env=usa&lat=38.138501559489434&lon=-87.4727768296229&zoom=5
IC_S66_27,IN-66,27,37.97696116155754,-87.5438236538899,https://www.waze.com/editor?env=usa&lat=37.97696116155754&lon=-87.5438236538899&zoom=5
IC_I69_245,I-69,245,40.27678271593581,-85.55779183966304,https://www.waze.com/editor?env=usa&lat=40.27678271593581&lon=-85.55779183966304&zoom=5
IC_I69_311,I-69,311,41.12924705785722,-85.15804865819322,https://www.waze.com/editor?env=usa&lat=41.12924705785722&lon=-85.15804865819322&zoom=5
IC_S67_151,IN-67,151,40.16034228688191,-85.3532438462486,https://www.waze.com/editor?env=usa&lat=40.16034228688191&lon=-85.3532438462486&zoom=5
IC_I69_214,I-69,214,39.993673404281644,-85.8431666337582,https://www.waze.com/editor?env=usa&lat=39.993673404281644&lon=-85.8431666337582&zoom=5
IC_I69_20,I-69,20,38.16956898494214,-87.46974295952673,https://www.waze.com/editor?env=usa&lat=38.16956898494214&lon=-87.46974295952673&zoom=5
IC_I69_219,I-69,219,40.00488387523527,-85.77241895427946,https://www.waze.com/editor?env=usa&lat=40.00488387523527&lon=-85.77241895427946&zoom=5
IC_I69_0,I-69,0,37.939927665841424,-87.54374342900057,https://www.waze.com/editor?env=usa&lat=37.939927665841424&lon=-87.54374342900057&zoom=5
IC_S67_0,IN-67,0,38.712982821700095,-87.48376346582222,https://www.waze.com/editor?env=usa&lat=38.712982821700095&lon=-87.48376346582222&zoom=5
IC_I69_305,I-69,305,41.074438110365634,-85.2281938700192,https://www.waze.com/editor?env=usa&lat=41.074438110365634&lon=-85.2281938700192&zoom=5
IC_I70_1,I-70,1,39.440925795558286,-87.51283199193452,https://www.waze.com/editor?env=usa&lat=39.440925795558286&lon=-87.51283199193452&zoom=5
IC_I70_3,I-70,3,39.44847828013904,-87.4695923430913,https://www.waze.com/editor?env=usa&lat=39.44847828013904&lon=-87.4695923430913&zoom=5
IC_I70_7,I-70,7,39.43059154392182,-87.41403754924106,https://www.waze.com/editor?env=usa&lat=39.43059154392182&lon=-87.41403754924106&zoom=5
IC_I70_11,I-70,11,39.430564457573,-87.33289832991392,https://www.waze.com/editor?env=usa&lat=39.430564457573&lon=-87.33289832991392&zoom=5
IC_I70_37,I-70,37,39.52628953586759,-86.87662712749977,https://www.waze.com/editor?env=usa&lat=39.52628953586759&lon=-86.87662712749977&zoom=5
IC_I70_41,I-70,41,39.532652297780466,-86.80279961765433,https://www.waze.com/editor?env=usa&lat=39.532652297780466&lon=-86.80279961765433&zoom=5
IC_I70_51,I-70,51,39.57048401282255,-86.63187100666453,https://www.waze.com/editor?env=usa&lat=39.57048401282255&lon=-86.63187100666453&zoom=5
IC_I70_59,I-70,59,39.61336891262239,-86.4800059349946,https://www.waze.com/editor?env=usa&lat=39.61336891262239&lon=-86.4800059349946&zoom=5
IC_I70_66,I-70,66,39.667910611881666,-86.3707196199878,https://www.waze.com/editor?env=usa&lat=39.667910611881666&lon=-86.3707196199878&zoom=5
IC_I70_73,I-70,73,39.71267116851515,-86.2645938330623,https://www.waze.com/editor?env=usa&lat=39.71267116851515&lon=-86.2645938330623&zoom=5
IC_I70_75,I-70,75,39.73129353165767,-86.24222523036528,https://www.waze.com/editor?env=usa&lat=39.73129353165767&lon=-86.24222523036528&zoom=5
IC_I70_77,I-70,77,39.752331543342535,-86.22522587147932,https://www.waze.com/editor?env=usa&lat=39.752331543342535&lon=-86.22522587147932&zoom=5
IC_I70_78,I-70,78,39.75538740464389,-86.1875356935934,https://www.waze.com/editor?env=usa&lat=39.75538740464389&lon=-86.1875356935934&zoom=5
IC_I70_79,I-70,79,39.75365641420866,-86.16693050769838,https://www.waze.com/editor?env=usa&lat=39.75365641420866&lon=-86.16693050769838&zoom=5
IC_I70_80 B,I-70,80 B,39.75344166223521,-86.15731688174043,https://www.waze.com/editor?env=usa&lat=39.75344166223521&lon=-86.15731688174043&zoom=5
IC_I70_83,I-70,83,39.78347351281574,-86.14186605974433,https://www.waze.com/editor?env=usa&lat=39.78347351281574&lon=-86.14186605974433&zoom=5
IC_I70_85,I-70,85,39.79746678686414,-86.11691774157595,https://www.waze.com/editor?env=usa&lat=39.79746678686414&lon=-86.11691774157595&zoom=5
RA_I70_64,N/A,N/A,39.65310072189441,-86.39776154880245,https://www.waze.com/editor?env=usa&lat=39.65310072189441&lon=-86.39776154880245&zoom=5
RA_I70_2,N/A,N/A,39.442270049494184,-87.50402469000655,https://www.waze.com/editor?env=usa&lat=39.442270049494184&lon=-87.50402469000655&zoom=5
IC_I70_70,I-70,70,39.69592771541534,-86.30192127805861,https://www.waze.com/editor?env=usa&lat=39.69592771541534&lon=-86.30192127805861&zoom=5
IC_I70_69,I-70,69,39.6902300575379,-86.31788734300191,https://www.waze.com/editor?env=usa&lat=39.6902300575379&lon=-86.31788734300191&zoom=5
IC_I70_71,I-70,71,39.70653643647275,-86.28561980408097,https://www.waze.com/editor?env=usa&lat=39.70653643647275&lon=-86.28561980408097&zoom=5
IC_I70_68,I-70,68,39.68496957995956,-86.3293542329684,https://www.waze.com/editor?env=usa&lat=39.68496957995956&lon=-86.3293542329684&zoom=5
